submission_id,age,cups,where_drink,brew,brew_other,purchase,favorite,additions,dairy,sweetener,style,strength,roast_level,caffeine,expertise,coffee_a_bitterness,coffee_a_acidity,coffee_a_personal_preference,coffee_b_bitterness,coffee_b_acidity,coffee_b_personal_preference,coffee_c_bitterness,coffee_c_acidity,coffee_c_personal_preference,coffee_d_bitterness,coffee_d_acidity,coffee_d_personal_preference,prefer_abc,prefer_ad,prefer_overall,wfh,total_spend,why_drink,why_drink_other,taste,know_source,most_paid,most_willing,value_cafe,spent_equipment,value_equipment,gender,education_level,employment_status,marital_status,number_children,household_income
NA4Zep,45-54 years old,3,"('At home',)","('Pour over', 'Espresso', 'Coffee brewing machine (e.g. Mr. Coffee)')",,,Cortado,"('No - just black',)",,,Sweet,Medium,Medium,Full caffeine,7,1,4,3,2,2,4,3,1,3,1,3,3,Coffee B,Coffee A,Coffee C,,,,,,,,,,,,,,,,,
LdE2AJ,35-44 years old,1,"('At home',)","('Pour over', 'French press', 'Instant coffee', 'Other')",Aeropress,,Pourover,"('No - just black',)",,,Fruity,Somewhat strong,Light,Full caffeine,5,3,5,2,4,3,4,3,4,5,3,5,1,Coffee C,Coffee A,Coffee C,I primarily work from home,$20-$40,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,No,$4-$6,$6-$8,Yes,$100-$300,Yes,Male,Bachelor's degree,Employed full-time,Married,2,"$150,000 or more"
ZdG7oB,25-34 years old,3,"('At home', 'At a cafe')","('Pour over', 'Espresso')",,,Cortado,"('No - just black',)",,,Bright,Somewhat strong,Light,Full caffeine,7,2,2,3,3,2,3,2,3,3,2,5,5,Coffee B,Coffee D,Coffee D,I primarily work in person,$80-$100,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,Yes,$10-$15,More than $20,Yes,"More than $1,000",Yes,Male,Bachelor's degree,Employed full-time,Married,1,"$100,000 - $149,999"
OAj2QY,35-44 years old,1,"('At the office', 'At home')","('Pod/capsule machine (e.g. Keurig/Nespresso)', 'French press')",,,Other,"('Milk, dairy alternative, or coffee creamer', 'Sugar or sweetener')","('Oat milk', 'Half and half')","('Artificial Sweeteners (e.g. Splenda)',)",Bold,Somewhat strong,Medium,Full caffeine,3,1,5,2,3,2,2,3,3,4,2,3,3,Coffee C,Coffee D,Coffee C,I do a mix of both,$20-$40,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,No,$4-$6,$4-$6,No,$100-$300,Yes,Female,Some college or associate's degree,Employed full-time,Single,None,"$100,000 - $149,999"
QAxZKY,55-64 years old,2,"('At home', 'On the go')","('Coffee brewing machine (e.g. Mr. Coffee)',)",,"('Drive-thru', 'National chain (e.g. Starbucks / Dunkin)')",Latte,"('Milk, dairy alternative, or coffee creamer',)","('Skim milk',)",,Sweet,Somewhat light,Blonde,Full caffeine,2,1,5,4,3,3,5,5,2,3,5,1,1,Coffee B,Coffee A,Coffee B,I primarily work from home,$20-$40,"('I need the caffeine', 'I need the ritual')",,Yes,No,$6-$8,$6-$8,No,Less than $20,No,Female,Master's degree,Retired,Married,More than 3,"$150,000 or more"
VZ9eEj,25-34 years old,2,"('At home', 'At the office', 'At a cafe')","('French press',)",,,Espresso,"('No - just black',)",,,Full Bodied,Somewhat strong,Medium,Full caffeine,4,1,3,5,4,2,4,3,3,4,1,4,3,Coffee A,Coffee A,Coffee A,I primarily work in person,$20-$40,"('It tastes good', 'I need the caffeine')",,Yes,No,$8-$10,More than $20,Yes,$300-$500,Yes,Male,Some college or associate's degree,Employed full-time,Single,None,"$75,000 - $99,999"
QAxZoX,25-34 years old,1,"('At home', 'At a cafe')","('Pour over', 'French press', 'Cold brew')",,,Pourover,"('No - just black', 'Milk, dairy alternative, or coffee creamer', 'Sugar or sweetener')","('Whole milk', 'Flavored coffee creamer', 'Soy milk')","('Granulated Sugar',)",Fruity,Somewhat strong,Light,Full caffeine,7,1,5,2,3,1,3,2,2,2,1,3,5,Coffee B,Coffee D,Coffee D,I primarily work from home,$20-$40,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,Yes,$6-$8,$8-$10,No,$500-$1000,Yes,Male,Some college or associate's degree,Student,Married,None,"$100,000 - $149,999"
24bWa9,18-24 years old,2,"('At home',)","('Pour over',)",,,Pourover,"('No - just black',)",,,Fruity,Somewhat strong,Medium,Full caffeine,8,2,5,2,2,2,3,2,3,3,3,4,5,Coffee C,Coffee D,Coffee D,I primarily work in person,$20-$40,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,Yes,$6-$8,$6-$8,Yes,$100-$300,Yes,Male,Bachelor's degree,Unemployed,Single,None,"$25,000 - $49,999"
RzZNGK,>65 years old,2,"('At home',)","('Pour over', 'Espresso')",,,Other,"('No - just black',)",,,Chocolatey,Very strong,Medium,Full caffeine,8,2,3,4,1,2,5,1,1,4,3,2,2,Coffee B,Coffee A,Coffee B,,$40-$60,"('It tastes good', 'I need the caffeine', 'I need the ritual', 'It makes me go to the bathroom', 'Other')",It's fun,Yes,Yes,$10-$15,$15-$20,Yes,"More than $1,000",Yes,Male,Doctorate or professional degree,Retired,Married,2,"$100,000 - $149,999"
kY0o0j,25-34 years old,1,"('At home', 'On the go', 'At a cafe')","('Pour over',)",,"('Specialty coffee shop',)",Pourover,"('No - just black',)",,,Floral,Somewhat strong,Light,Full caffeine,7,4,3,3,3,4,1,2,2,2,1,4,5,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,Yes,$10-$15,More than $20,Yes,$300-$500,Yes,Male,Bachelor's degree,Employed full-time,Living with a partner,None,"$150,000 or more"
EPBO42,25-34 years old,2,"('At the office', 'At home')","('Coffee extract (e.g. Cometeer)', 'Coffee brewing machine (e.g. Mr. Coffee)')",,,Iced coffee,"('Milk, dairy alternative, or coffee creamer',)","('Half and half', 'Whole milk', 'Skim milk', 'Oat milk')",,Full Bodied,Somewhat strong,Medium,Full caffeine,3,2,4,1,3,1,4,4,1,4,1,4,2,Coffee C,Coffee D,Coffee C,I do a mix of both,$40-$60,"('I need the caffeine', 'I need the ritual', 'It tastes good', 'It makes me go to the bathroom')",,Yes,Yes,$6-$8,$6-$8,No,$100-$300,Yes,Male,Master's degree,Employed full-time,Married,None,"$150,000 or more"
LdErgl,35-44 years old,4,"('At home',)","('Pour over', 'French press', 'Espresso')",Espresso machine,,Americano,"('No - just black',)",,,Bright,Medium,Light,Full caffeine,7,2,4,3,3,2,3,4,2,2,2,4,4,Coffee B,Coffee D,Coffee D,I primarily work from home,>$100,"('I need the ritual',)",,Yes,Yes,$6-$8,$6-$8,No,"More than $1,000",Yes,Female,Doctorate or professional degree,Employed full-time,Married,2,"$150,000 or more"
NA4j2B,55-64 years old,3,"('At home', 'At the office')","('Pod/capsule machine (e.g. Keurig/Nespresso)',)",,,Espresso,"('No - just black',)",,,Juicy,Very strong,Medium,Full caffeine,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dYZM4K,25-34 years old,2,"('At home',)","('Pour over',)",,,Pourover,"('No - just black',)",,,Fruity,Somewhat light,Light,Full caffeine,9,2,4,4,4,4,3,5,2,2,2,4,4,Coffee A,Coffee D,Coffee C,I primarily work from home,$40-$60,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,Yes,$6-$8,More than $20,No,$500-$1000,Yes,Male,Bachelor's degree,Employed full-time,Single,None,"$150,000 or more"
4216Gr,35-44 years old,1,"('At home',)","('Bean-to-cup machine',)",,,Latte,"('Milk, dairy alternative, or coffee creamer', 'Sugar or sweetener')","('Whole milk',)","('Artificial Sweeteners (e.g. Splenda)',)",Bright,Medium,Medium,Full caffeine,6,2,3,5,3,2,3,2,1,4,1,4,4,Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,"('It tastes good', 'I need the caffeine', 'I need the ritual', 'It makes me go to the bathroom')",,Yes,Yes,$8-$10,$10-$15,Yes,$500-$1000,Yes,Female,Master's degree,Employed full-time,Married,None,"$150,000 or more"
OAj2P8,25-34 years old,2,"('At home',)","('Coffee brewing machine (e.g. Mr. Coffee)', 'Coffee extract (e.g. Cometeer)')",,,Latte,"('Milk, dairy alternative, or coffee creamer',)","('Oat milk',)",,Bold,Somewhat strong,Medium,Full caffeine,2,1,4,1,3,2,5,4,1,4,1,3,1,Coffee B,Coffee A,Coffee B,I primarily work from home,$40-$60,"('It tastes good', 'I need the ritual')",,Yes,No,$6-$8,$8-$10,No,$100-$300,Yes,Female,Master's degree,Employed full-time,Married,None,"$150,000 or more"
g5Ql6l,35-44 years old,Less than 1,"('At home',)","('Coffee brewing machine (e.g. Mr. Coffee)',)",,,Mocha,"('Milk, dairy alternative, or coffee creamer', 'Flavor syrup')","('Oat milk',)",,Sweet,Medium,Medium,Full caffeine,3,3,4,1,2,3,2,1,3,4,2,5,3,Coffee C,Coffee D,Coffee C,I primarily work from home,$20-$40,"('It tastes good', 'I need the caffeine')",,Yes,Yes,$6-$8,$6-$8,Yes,$300-$500,Yes,Female,Bachelor's degree,Unemployed,Married,None,"$75,000 - $99,999"
1rbQAL,55-64 years old,2,"('At home',)","('Coffee brewing machine (e.g. Mr. Coffee)',)",,,Pourover,"('No - just black',)",,,Full Bodied,Somewhat strong,Dark,Full caffeine,4,3,4,5,4,3,5,4,2,2,3,3,3,Coffee A,Coffee A,Coffee A,I do a mix of both,$20-$40,"('It tastes good', 'I need the caffeine', 'It makes me go to the bathroom')",,Yes,Yes,$6-$8,$6-$8,No,$100-$300,Yes,Female,Bachelor's degree,Employed full-time,Divorced,3,"$100,000 - $149,999"
PA2xLe,25-34 years old,1,"('At home', 'At the office')","('French press', 'Other')",Moka pot,,Latte,"('No - just black',)",,,Chocolatey,Somewhat strong,Medium,Full caffeine,4,1,4,3,3,4,3,3,2,4,4,3,4,Coffee C,Coffee D,Coffee C,I do a mix of both,$20-$40,"('It tastes good', 'I need the caffeine')",,Yes,No,$6-$8,$6-$8,Yes,$20-$50,Yes,Male,Bachelor's degree,Employed full-time,Single,None,"$75,000 - $99,999"
zK09P8,35-44 years old,1,"('At the office', 'At home')","('Pour over',)",,,Pourover,"('No - just black',)",,,Fruity,Somewhat strong,Light,Full caffeine,8,2,3,3,3,1,3,2,1,5,1,4,4,Coffee C,Coffee D,Coffee C,I primarily work in person,$40-$60,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,Yes,$15-$20,More than $20,Yes,$100-$300,Yes,Male,Bachelor's degree,Employed full-time,Married,None,"$150,000 or more"
MArW1E,45-54 years old,2,"('At a cafe', 'At home')","('Pour over', 'French press', 'Espresso')",,,Pourover,"('Milk, dairy alternative, or coffee creamer',)","('Half and half',)",,Sweet,Somewhat strong,Light,Full caffeine,7,2,4,2,3,3,4,2,3,3,3,4,4,Coffee B,Coffee D,Coffee B,I primarily work from home,$40-$60,"('It tastes good', 'I need the ritual', 'I need the caffeine')",,Yes,Yes,$6-$8,$2-$4,No,$300-$500,Yes,Male,Some college or associate's degree,Employed full-time,Married,None,"$150,000 or more"
J2VQK7,25-34 years old,2,"('At home', 'On the go')","('Pour over', 'French press')",,"('National chain (e.g. Starbucks / Dunkin)',)",Pourover,"('No - just black',)",,,Bright,Medium,Light,Full caffeine,7,1,5,3,5,2,3,3,2,5,2,5,1,Coffee C,Coffee A,Coffee C,I do a mix of both,$40-$60,"('It tastes good', 'I need the ritual')",,Yes,Yes,$8-$10,$8-$10,Yes,$500-$1000,Yes,Male,Master's degree,Employed full-time,Married,None,"$150,000 or more"
KMPEj7,35-44 years old,2,"('At home',)","('Espresso',)",,,Cortado,"('Milk, dairy alternative, or coffee creamer',)","('Whole milk',)",,Fruity,Very strong,Light,Full caffeine,9,2,4,2,4,2,3,3,3,2,2,5,4,Coffee B,Coffee D,Coffee D,I primarily work from home,$60-$80,"('It tastes good', 'I need the caffeine')",,Yes,Yes,$6-$8,$8-$10,Yes,"More than $1,000",Yes,Female,Bachelor's degree,Employed full-time,Living with a partner,None,"$150,000 or more"
421MJ5,45-54 years old,3,"('At the office',)",,,,Americano,"('No - just black',)",,,Full Bodied,Somewhat strong,Medium,Full caffeine,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zK09M0,25-34 years old,2,"('At home',)","('Pour over', 'French press')",,,Pourover,"('No - just black',)",,,Sweet,Medium,Light,Full caffeine,6,2,4,5,4,3,3,3,3,3,3,4,4,Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,"('It tastes good', 'I need the caffeine')",,Yes,Yes,$8-$10,$8-$10,No,$100-$300,Yes,Male,Doctorate or professional degree,Employed full-time,Living with a partner,None,"$150,000 or more"
kY0oQe,35-44 years old,2,"('At home', 'At the office')","('Pour over',)",,,Pourover,"('Milk, dairy alternative, or coffee creamer',)","('Skim milk', 'Whole milk')",,Nutty,Medium,Medium,Full caffeine,6,2,5,1,4,3,3,3,2,5,2,4,4,Coffee C,Coffee D,Coffee C,I primarily work from home,$20-$40,"('I need the caffeine', 'It tastes good', 'It makes me go to the bathroom', 'I need the ritual')",,Yes,Yes,$6-$8,$10-$15,Yes,$300-$500,Yes,Male,Master's degree,Employed full-time,Single,None,"$100,000 - $149,999"
J2VQqz,25-34 years old,Less than 1,"('At home',)","('French press', 'Coffee brewing machine (e.g. Mr. Coffee)')",,,Regular drip coffee,"('No - just black',)",,,Full Bodied,Somewhat strong,Medium,Half caff,3,2,5,4,4,2,4,3,2,5,3,3,3,Coffee C,Coffee A,Coffee C,I do a mix of both,<$20,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,No,$4-$6,$2-$4,No,Less than $20,Yes,Male,,,Single,,
OAj6lM,25-34 years old,2,"('At home',)","('Coffee brewing machine (e.g. Mr. Coffee)',)",,,Cappuccino,"('No - just black',)",,,Fruity,Somewhat strong,Light,Full caffeine,6,2,5,4,4,2,3,3,3,3,4,4,2,Coffee A,Coffee A,Coffee A,I primarily work from home,$20-$40,"('It tastes good', 'I need the caffeine')",,Yes,No,$6-$8,$8-$10,Yes,$50-$100,No,Male,Bachelor's degree,Employed full-time,Married,1,"$100,000 - $149,999"
YZo1QW,35-44 years old,2,"('At home',)","('Pour over', 'Coffee brewing machine (e.g. Mr. Coffee)')",,,Pourover,"('No - just black',)",,,Juicy,Very strong,Light,Full caffeine,8,5,1,1,3,3,3,4,2,2,1,5,5,Coffee B,Coffee D,Coffee D,I primarily work from home,>$100,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,Yes,More than $20,More than $20,Yes,"More than $1,000",Yes,Male,Bachelor's degree,Employed full-time,Married,1,"$150,000 or more"
MArWYp,25-34 years old,,"('At home', 'At a cafe')","('Pour over',)",,,Cortado,"('No - just black',)",,,Sweet,Somewhat light,Light,Full caffeine,4,2,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZdGM2V,25-34 years old,2,"('At home', 'At the office')","('Espresso', 'Instant coffee', 'Other')","aeropress, moka pot",,Espresso,"('No - just black', 'Milk, dairy alternative, or coffee creamer')","('Whole milk',)",,Full Bodied,Somewhat strong,Medium,Full caffeine,5,1,2,2,3,3,4,3,1,4,4,5,3,Coffee C,Coffee D,Coffee C,I do a mix of both,<$20,"('It tastes good', 'I need the ritual')",,Yes,Yes,$6-$8,$6-$8,Yes,$300-$500,Yes,Male,Bachelor's degree,Employed full-time,Single,None,"$75,000 - $99,999"
pL0QyP,25-34 years old,2,"('At home',)","('Espresso', 'Pour over')",,,Espresso,"('No - just black',)",,,Fruity,Somewhat strong,Medium,Full caffeine,7,2,5,3,3,2,5,4,2,1,2,5,4,Coffee B,Coffee D,Coffee B,I primarily work from home,$20-$40,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,Yes,$6-$8,$6-$8,Yes,$500-$1000,Yes,Male,Master's degree,Employed full-time,Married,None,"$150,000 or more"
ZdGMlo,18-24 years old,1,"('At home',)","('Coffee brewing machine (e.g. Mr. Coffee)',)",,,Latte,"('Milk, dairy alternative, or coffee creamer',)","('Flavored coffee creamer',)",,Bold,Somewhat strong,Medium,Full caffeine,1,2,5,1,3,2,5,2,2,4,2,4,2,Coffee B,Coffee D,Coffee B,I primarily work from home,<$20,"('I need the caffeine',)",,Yes,No,$6-$8,$8-$10,Yes,Less than $20,Yes,Female,Bachelor's degree,Homemaker,Married,1,"$100,000 - $149,999"
g5QEA4,35-44 years old,3,"('At home',)","('Pour over', 'Espresso')",,,Pourover,"('No - just black',)",,,Sweet,Somewhat strong,Medium,Full caffeine,7,2,4,4,4,3,3,3,1,3,2,4,2,Coffee A,Coffee A,Coffee A,I primarily work from home,$20-$40,"('It tastes good', 'I need the ritual')",,Yes,Yes,$4-$6,$6-$8,No,$300-$500,No,Male,Doctorate or professional degree,Employed full-time,Married,2,"$100,000 - $149,999"
kY02eZ,25-34 years old,2,"('At home', 'At a cafe', 'At the office')","('Pour over', 'Espresso')",,,Pourover,"('No - just black',)",,,Nutty,Medium,Light,Full caffeine,8,1,4,1,3,1,4,2,2,2,2,4,1,Coffee B,Coffee A,Coffee B,I primarily work in person,$40-$60,"('I need the caffeine', 'I need the ritual', 'It tastes good')",,Yes,Yes,$6-$8,$8-$10,Yes,$500-$1000,Yes,Male,Doctorate or professional degree,Student,Married,None,"$25,000 - $49,999"
bl2oOL,25-34 years old,2,"('At home',)","('Espresso',)",,,Cortado,"('Milk, dairy alternative, or coffee creamer',)","('Whole milk',)",,Fruity,Somewhat strong,Light,Full caffeine,8,2,4,3,4,2,2,3,2,1,2,4,3,Coffee A,Coffee D,Coffee D,I primarily work in person,$60-$80,"('It tastes good', 'I need the caffeine')",,Yes,Yes,$8-$10,$6-$8,No,"More than $1,000",Yes,Female,Master's degree,Employed full-time,Living with a partner,None,"$150,000 or more"
xd0APy,35-44 years old,3,"('At the office',)",,,,Latte,"('Milk, dairy alternative, or coffee creamer',)","('Oat milk',)",,Bright,Somewhat strong,Medium,Full caffeine,5,2,5,2,3,2,5,1,2,4,3,4,2,Coffee B,Coffee D,Coffee B,I do a mix of both,$80-$100,"('I need the caffeine',)",,Yes,Yes,$10-$15,$10-$15,No,$50-$100,No,Female,Master's degree,Employed full-time,Single,1,"$75,000 - $99,999"
EPB28o,35-44 years old,1,"('At home',)","('Other',)",Aeropress,,Regular drip coffee,"('No - just black',)",,,Chocolatey,Very strong,Medium,Full caffeine,3,2,4,2,3,3,4,4,2,5,2,4,2,Coffee C,Coffee D,Coffee C,I primarily work from home,<$20,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,Yes,$8-$10,More than $20,Yes,Less than $20,Yes,Female,Master's degree,Employed full-time,Living with a partner,None,"$150,000 or more"
24bpOV,35-44 years old,2,"('At home', 'At the office')","('Other',)",Aeropress,,Pourover,"('No - just black',)",,,Fruity,Somewhat strong,Light,Full caffeine,7,2,4,4,4,3,2,4,1,3,2,3,4,Coffee A,Coffee D,Coffee D,I do a mix of both,>$100,"('It tastes good', 'I need the ritual', 'I need the caffeine', 'It makes me go to the bathroom')",,Yes,Yes,More than $20,More than $20,Yes,$20-$50,Yes,Male,Doctorate or professional degree,Employed full-time,Living with a partner,None,"$150,000 or more"
EPB2bN,35-44 years old,3,"('At a cafe', 'At home', 'At the office')","('Pour over', 'Cold brew')",,,Pourover,"('Milk, dairy alternative, or coffee creamer',)","('Oat milk',)",,Sweet,Medium,Light,Full caffeine,7,2,5,2,3,3,3,2,2,4,2,3,5,Coffee C,Coffee D,Coffee D,I primarily work in person,$60-$80,"('It tastes good', 'I need the caffeine')",,Yes,Yes,$6-$8,$8-$10,Yes,$300-$500,Yes,Male,Bachelor's degree,Employed full-time,Married,2,"$150,000 or more"
LdEeGp,35-44 years old,2,"('At home', 'At the office')","('Pour over', 'Espresso')",,,Pourover,"('No - just black',)",,,Bright,Medium,Light,Full caffeine,7,1,4,3,2,2,2,3,1,4,1,3,5,Coffee C,Coffee D,Coffee D,I primarily work from home,$20-$40,"('It tastes good', 'I need the ritual')",,Yes,Yes,$6-$8,$8-$10,Yes,"More than $1,000",Yes,Male,Bachelor's degree,Employed full-time,Divorced,None,"$100,000 - $149,999"
MArWLM,25-34 years old,Less than 1,"('At a cafe', 'At home')","('Pour over', 'Espresso')",,,Latte,"('Milk, dairy alternative, or coffee creamer', 'Sugar or sweetener', 'Flavor syrup')","('Oat milk', 'Whole milk')","('Honey', 'Maple Syrup', 'Granulated Sugar', 'Raw Sugar (Turbinado)')",Fruity,Somewhat strong,Light,Full caffeine,4,2,4,3,4,3,1,3,3,2,1,3,4,Coffee A,Coffee D,Coffee D,I primarily work from home,<$20,"('It tastes good', 'I need the caffeine', 'It makes me go to the bathroom')",My husband makes it,Yes,Yes,$6-$8,$8-$10,Yes,Less than $20,Yes,Female,Master's degree,Employed full-time,Married,None,"$150,000 or more"
yl0QNX,18-24 years old,1,"('At home', 'At a cafe')","('Pour over', 'Cold brew')",,,Regular drip coffee,"('No - just black',)",,,Chocolatey,Somewhat strong,Medium,Full caffeine,5,2,3,4,1,2,5,3,1,3,2,4,2,Coffee B,Coffee A,Coffee B,I primarily work in person,$40-$60,"('It tastes good', 'I need the ritual')",,Yes,Yes,$8-$10,$8-$10,Yes,$20-$50,Yes,Male,Bachelor's degree,Employed part-time,Single,None,"$25,000 - $49,999"
GroOb2,18-24 years old,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rl0ek5,35-44 years old,3,"('At home', 'At a cafe')","('Pour over', 'French press')",,,Espresso,"('No - just black',)",,,Floral,Medium,Light,Full caffeine,6,2,1,5,5,3,1,1,4,3,2,1,5,Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,"('It tastes good',)",,Yes,Yes,$10-$15,$8-$10,Yes,$300-$500,Yes,Male,Bachelor's degree,Employed full-time,Married,2,"$150,000 or more"
bl2oKe,45-54 years old,2,"('At home', 'At the office', 'At a cafe')","('Espresso', 'Pour over', 'Coffee brewing machine (e.g. Mr. Coffee)')",,,Cortado,"('No - just black',)",,,Juicy,Somewhat strong,Medium,Full caffeine,8,3,4,3,2,3,3,4,3,4,2,4,3,Coffee C,Coffee D,Coffee C,I do a mix of both,>$100,"('It tastes good', 'I need the caffeine', 'I need the ritual', 'It makes me go to the bathroom')",,Yes,Yes,More than $20,More than $20,Yes,"More than $1,000",Yes,Male,Doctorate or professional degree,Employed full-time,Married,2,"$150,000 or more"
NA4a8G,18-24 years old,Less than 1,"('At home', 'At the office', 'At a cafe')","('Coffee brewing machine (e.g. Mr. Coffee)', 'Cold brew', 'Pour over')",,,Cold brew,"('Milk, dairy alternative, or coffee creamer', 'Sugar or sweetener')","('Flavored coffee creamer',)","('Honey',)",Bright,Somewhat strong,Medium,Full caffeine,5,3,3,1,5,3,3,5,4,1,4,4,1,Coffee B,Coffee D,Coffee B,I primarily work from home,<$20,"('It tastes good', 'Other')",Connection with my dad,Yes,Yes,$15-$20,More than $20,No,$20-$50,Yes,Male,Bachelor's degree,Employed full-time,Single,None,"$50,000 - $74,999"
7dJy1L,25-34 years old,1,"('At home',)","('Pour over',)",,,Latte,"('No - just black',)",,,Nutty,Somewhat light,Medium,Full caffeine,5,2,4,2,3,3,2,3,3,4,1,5,1,Coffee C,Coffee A,Coffee C,I primarily work from home,<$20,"('It makes me go to the bathroom', 'Other')",My husband makes coffee and I drink whatever he makes.,No,Yes,More than $20,$8-$10,Yes,Less than $20,Yes,Female,Master's degree,Employed full-time,Married,None,"$150,000 or more"
